ADM0_EN,ADM0_UA,ADM0_RU,ADM0_PCODE,AREA_SQKM,ADM0_POLYGON_PARTS,ADM1_COUNT,ADM2_COUNT,ADM3_COUNT,ADM4_COUNT,Orientation
Ukraine,Україна,Украина,UA,599899.9375,159,27,139,"1,769","29,708",Landscape
